Authors,Author full names,Author(s) ID,title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,doi,Link,Document Type,Publication Stage,Open Access,Source,EID
Rismawan W.; Marchira C.R.; Rahmat I.,"Rismawan, Wawan (57220863399); Marchira, Carla Raymondalexas (55382541400); Rahmat, Ibrahim (57220184729)",57220863399; 55382541400; 57220184729,"Usability, acceptability, and adherence rates of mobile application interventions for prevention or treatment of depression: A systematic review",2021,Journal of Psychosocial Nursing and Mental Health Services,59,2,,41,47,6,13,10.3928/02793695-20201104-02,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100078999&doi=10.3928%2f02793695-20201104-02&partnerID=40&md5=f9484eb00eb6b203c8193f83dc168518,Review,Final,,Scopus,2-s2.0-85100078999
Hamid M.R.A.; Sa’Ari A.S.; Radzuan N.N.; Buhari S.S.,"Hamid, Mohd Ramadan Ab (56082886300); Sa’Ari, Athirah Sorfina (58145000200); Radzuan, Nuri Naqieyah (58145000300); Buhari, Siti Sabariah (57217200821)",56082886300; 58145000200; 58145000300; 57217200821,THE USE OF INTERNET-BASED TECHNOLOGIES IN DIETARY AND PHYSICAL ACTIVITY INTERVENTION FOR PATIENTS WITH HYPERTENSION: A SYSTEMATIC REVIEW,2022,Journal of Sustainability Science and Management,17,12,,188,226,38,0,10.46754/jssm.2022.12.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150294873&doi=10.46754%2fjssm.2022.12.017&partnerID=40&md5=fed26e7ab1b211305f1abce65acb0134,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85150294873
Lewis G.; Lago P.,"Lewis, Grace (7402637003); Lago, Patricia (56187491900)",7402637003; 56187491900,Architectural tactics for cyber-foraging: Results of a systematic literature review,2015,Journal of Systems and Software,107,,,158,186,28,33,10.1016/j.jss.2015.06.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937402502&doi=10.1016%2fj.jss.2015.06.005&partnerID=40&md5=562fd9618b6341addafa370f6db7c269,Article,Final,,Scopus,2-s2.0-84937402502
Han J.; Oh W.-O.; Park I.T.; Lee A.,"Han, Jihee (57225988898); Oh, Won-Oak (25227752000); Park, Il Tae (57208494117); Lee, Anna (57215608852)",57225988898; 25227752000; 57208494117; 57215608852,Development and Effects of a Mobile Application for Safety Incident Prevention among Hospitalized Korean Children: A pilot Study of Feasibility and Acceptability,2020,Journal of Pediatric Nursing,51,,,e69,e76,7,10,10.1016/j.pedn.2019.09.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074428509&doi=10.1016%2fj.pedn.2019.09.022&partnerID=40&md5=32c6116f181a136873de658917b96795,Article,Final,,Scopus,2-s2.0-85074428509
Faisal S.; Ivo J.; Lee C.; Carter C.; Patel T.,"Faisal, Sadaf (57216279297); Ivo, Jessica (57194721294); Lee, Catherine (57216279294); Carter, Caitlin (57203760959); Patel, Tejal (57195068367)",57216279297; 57194721294; 57216279294; 57203760959; 57195068367,"The Usability, Acceptability, and Functionality of Smart Oral Multidose Dispensing Systems for Medication Adherence: A Scoping Review",2022,Journal of Pharmacy Practice,35,3,,455,468,13,13,10.1177/0897190020977756,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131222121&doi=10.1177%2f0897190020977756&partnerID=40&md5=7f75eab85edfa9126b0d95a16525909e,Review,Final,,Scopus,2-s2.0-85131222121
Hussain A.; Mkpojiogu E.O.C.; Kamal F.M.,"Hussain, Azham (56212649500); Mkpojiogu, Emmanuel O.C. (56946874700); Kamal, Fazillah Mohmad (57191034015)",56212649500; 56946874700; 57191034015,Mobile video streaming applications: A systematic review of test metrics in usability evaluation,2016,"Journal of Telecommunication, Electronic and Computer Engineering",8,10,,35,39,4,23,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011395318&partnerID=40&md5=0feb105d99441d53c5e92293a608505b,Review,Final,,Scopus,2-s2.0-85011395318
Vlachogianni P.; Tselios N.,"Vlachogianni, Prokopia (57221601573); Tselios, Nikolaos (55893620600)",57221601573; 55893620600,Perceived usability evaluation of educational technology using the System Usability Scale (SUS): A systematic review,2022,Journal of Research on Technology in Education,54,3,,392,409,17,162,10.1080/15391523.2020.1867938,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101401488&doi=10.1080%2f15391523.2020.1867938&partnerID=40&md5=f8e75b694854c42ae8fe3b530ec130b0,Article,Final,,Scopus,2-s2.0-85101401488
Tololiu K.E.; Duff J.; Csokasi K.,"Tololiu, Kevin E. (58118776100); Duff, Jed (57722345500); Csokasi, Krisztina (56938710400)",58118776100; 57722345500; 56938710400,Nonpharmacological interventions for the reduction of post-operative pain after ambulatory surgery: A systematic review of randomised controlled trials,2023,Journal of Perioperative Nursing,36,1,,e,19,,0,10.26550/2209-1092.1210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148999787&doi=10.26550%2f2209-1092.1210&partnerID=40&md5=5c5eda9bcf90603c325ab3f4b1dc6dc2,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85148999787
,,,2nd International Conference on Recent Advancements in Science and Technology 2019,2020,Journal of Physics: Conference Series,1551,1,,,,172,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087657614&partnerID=40&md5=f614680ba11b6452ea7ad8e7bcae04a9,Conference review,Final,,Scopus,2-s2.0-85087657614
Wang K.; Varma D.S.; Prosperi M.,"Wang, Kai (57213186238); Varma, Deepthi S. (56678369200); Prosperi, Mattia (22036230400)",57213186238; 56678369200; 22036230400,Response to letter,2019,Journal of Psychiatric Research,116,,,195,,,0,10.1016/j.jpsychires.2018.12.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067895765&doi=10.1016%2fj.jpsychires.2018.12.011&partnerID=40&md5=73bc9ff1d0f5ad3c9e156eb537ddd53a,Letter,Final,,Scopus,2-s2.0-85067895765
Pires G.N.; Arnardóttir E.S.; Islind A.S.; Leppänen T.; McNicholas W.T.,"Pires, Gabriel Natan (56218632800); Arnardóttir, Erna Sif (26530825300); Islind, Anna Sigridur (56593079400); Leppänen, Timo (56483020900); McNicholas, Walter T. (35417008200)",56218632800; 26530825300; 56593079400; 56483020900; 35417008200,Consumer sleep technology for the screening of obstructive sleep apnea and snoring: current status and a protocol for a systematic review and meta-analysis of diagnostic test accuracy,2023,Journal of Sleep Research,32,4,e13819,,,,21,10.1111/jsr.13819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148467552&doi=10.1111%2fjsr.13819&partnerID=40&md5=cca70edda996e6ff92d022522bc041d3,Review,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85148467552
Kristiana I.; Ramadhan A.; Trisetyarso A.; Abdurachman E.; Zarlis M.,"Kristiana, Idha (58287229800); Ramadhan, Arief (53264599300); Trisetyarso, Agung (36337949500); Abdurachman, Edi (56820169100); Zarlis, Muhammad (46662076100)",58287229800; 53264599300; 36337949500; 56820169100; 46662076100,Capability Development to Generate Business Value Through Customer-centric Analytics in the Banking Industry: A Systematic Review,2023,Journal of System and Management Sciences,13,2,,64,82,18,3,10.33168/JSMS.2023.0205,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160043646&doi=10.33168%2fJSMS.2023.0205&partnerID=40&md5=3cafc3081b8c6c3cc312f5489b02146d,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85160043646
Dickinson K.J.; Bass B.L.,"Dickinson, Karen J. (57197058508); Bass, Barbara L. (7102785990)",57197058508; 7102785990,A Systematic Review of Educational Mobile-Applications (Apps) for Surgery Residents: Simulation and Beyond,2020,Journal of Surgical Education,77,5,,1244,1256,12,14,10.1016/j.jsurg.2020.03.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083316631&doi=10.1016%2fj.jsurg.2020.03.022&partnerID=40&md5=78d000e8e1bc5937e829fd3e47963cda,Article,Final,,Scopus,2-s2.0-85083316631
Applegate W.B.; Ouslander J.G.,"Applegate, William B. (7004891687); Ouslander, Joseph G. (7004454332)",7004891687; 7004454332,Journal of the American Geriatrics Society: Evolving Strategies and Processes,2017,Journal of the American Geriatrics Society,65,6,,1132,1133,1,0,10.1111/jgs.14951,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020926068&doi=10.1111%2fjgs.14951&partnerID=40&md5=0c03c10695d58a13d709226d89bb894e,Editorial,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85020926068
Mongkhonmath N.; Olson P.S.; Puttarak P.; Chaiyakunapruk N.; Sawangjit R.,"Mongkhonmath, Niphonh (57194273865); Olson, Phayom Sookaneknun (16640227100); Puttarak, Panupong (36523694800); Chaiyakunapruk, Nathorn (14015058100); Sawangjit, Ratree (57189385470)",57194273865; 16640227100; 36523694800; 14015058100; 57189385470,Systematic review and meta-analysis on effectiveness of strategies for enhancing adverse drug reaction reporting,2025,Journal of the American Pharmacists Association,65,1,102293,,,,0,10.1016/j.japh.2024.102293,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210131085&doi=10.1016%2fj.japh.2024.102293&partnerID=40&md5=4e8e2740caba39c4e93665c9f362f652,Article,Final,,Scopus,2-s2.0-85210131085
,,,"23rd International Conference on Enterprise Information Systems, ICEIS 2021",2022,Lecture Notes in Business Information Processing,455 LNBIP,,,,,523,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135032564&partnerID=40&md5=867682b9dad6d09e02882e4cca68ec06,Conference review,Final,,Scopus,2-s2.0-85135032564
Guo H.; Luo Z.; Li M.; Kong S.; Jiang H.,"Guo, Hongxu (55916040200); Luo, Zhuoqiao (57752193300); Li, Mengtian (57752193400); Kong, Shumin (57752193500); Jiang, Haiyan (57223866419)",55916040200; 57752193300; 57752193400; 57752193500; 57223866419,A Literature Review of Big Data-Based Urban Park Research in Visitor Dimension,2022,Land,11,6,864,,,,12,10.3390/land11060864,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132312220&doi=10.3390%2fland11060864&partnerID=40&md5=14b2a0d1b3cde2d023fac4f313687317,Review,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85132312220
O'Neil A.; Cocker F.; Rarau P.; Baptista S.; Cassimatis M.; Taylor C.B.; Lau A.Y.S.; Kanuri N.; Oldenburg B.,"O'Neil, Adrienne (16231342700); Cocker, Fiona (30667458800); Rarau, Patricia (54973974800); Baptista, Shaira (55361128000); Cassimatis, Mandy (36602079000); Taylor, C Barr (55666998300); Lau, Annie Y.S. (13606119400); Kanuri, Nitya (56708906800); Oldenburg, Brian (7005412151)",16231342700; 30667458800; 54973974800; 55361128000; 36602079000; 55666998300; 13606119400; 56708906800; 7005412151,Using digital interventions to improve the cardiometabolic health of populations: Ameta-review of reporting quality,2017,Journal of the American Medical Informatics Association,24,4,ocw166,867,879,12,14,10.1093/jamia/ocw166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026411442&doi=10.1093%2fjamia%2focw166&partnerID=40&md5=53f0f4f1a644b8588fbfc6e99ca4d36e,Review,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85026411442
Linn N.; Goetzinger C.; Regnaux J.-P.; Schmitz S.; Dessenne C.; Fagherazzi G.; Aguayo G.A.,"Linn, Nyan (57221926239); Goetzinger, Catherine (57217185678); Regnaux, Jean-Philippe (8618297000); Schmitz, Susanne (55431804900); Dessenne, Coralie (57221980688); Fagherazzi, Guy (35069333800); Aguayo, Gloria A. (57113768800)",57221926239; 57217185678; 8618297000; 55431804900; 57221980688; 35069333800; 57113768800,Digital Health Interventions among People Living with Frailty: A Scoping Review,2021,Journal of the American Medical Directors Association,22,9,,1802,1.81E+24,,32,10.1016/j.jamda.2021.04.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106338657&doi=10.1016%2fj.jamda.2021.04.012&partnerID=40&md5=d19dcb756b7add58eb4537a6824922dd,Review,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85106338657
Deacon A.J.; Edirippulige S.,"Deacon, Anthony J (57194280234); Edirippulige, Sisira (8692861300)",57194280234; 8692861300,Using mobile technology to motivate adolescents with type 1 diabetes mellitus: A systematic review of recent literature,2015,Journal of Telemedicine and Telecare,21,8,,431,438,7,33,10.1177/1357633X15605223,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946916302&doi=10.1177%2f1357633X15605223&partnerID=40&md5=3529320f9e230e27090330ae126e9182,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-84946916302
Al Nidawi H.S.A.; Wei K.T.; Dawood K.A.; Khaleel A.,"Al Nidawi, Hasan Sajid Atta (57200139755); Wei, Koh Tieng (57189682181); Dawood, Kareem Abbas (57200138014); Khaleel, Ammar (57188705127)",57200139755; 57189682181; 57200138014; 57188705127,Energy consumption patterns of mobile applications in android platform: A systematic literature review,2017,Journal of Theoretical and Applied Information Technology,95,24,,6776,6787,11,7,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039921555&partnerID=40&md5=edb660ede4fb29c26c7468329da70694,Review,Final,,Scopus,2-s2.0-85039921555
Nouri R.; Kalhori S.R.N.; Ghazisaeedi M.; Marchand G.; Yasini M.,"Nouri, Rasool (55622410700); Kalhori, Sharareh R Niakan (36495265100); Ghazisaeedi, Marjan (56070775700); Marchand, Guillaume (56727909700); Yasini, Mobin (26028725000)",55622410700; 36495265100; 56070775700; 56727909700; 26028725000,Criteria for assessing the quality of mHealth apps: A systematic review,2018,Journal of the American Medical Informatics Association,25,8,,1089,1098,9,174,10.1093/jamia/ocy050,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055059983&doi=10.1093%2fjamia%2focy050&partnerID=40&md5=9e7b48f30bac4236f448f3d5a49ed897,Review,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85055059983
Wang F.L.; Zhang R.; Zou D.; Au O.T.S.; Xie H.; Wong L.P.,"Wang, Fu Lee (7501312845); Zhang, Ruofei (57750965200); Zou, Di (56319369100); Au, Oliver Tat Sheung (23395941000); Xie, Haoran (57219619828); Wong, Leung Pun (57215925239)",7501312845; 57750965200; 56319369100; 23395941000; 57219619828; 57215925239,"A review of vocabulary learning applications: From the aspects of cognitive approaches, multimedia input, learning materials, and game elements",2021,Knowledge Management and E-Learning,13,3,,250,272,22,13,10.34105/j.kmel.2021.13.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118957164&doi=10.34105%2fj.kmel.2021.13.014&partnerID=40&md5=3b8b70942284eeff9c85355587872306,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85118957164
An H.J.; Kang S.J.; Choi G.E.,"An, Hae Jeong (57226706820); Kang, Sook Jung (56203343200); Choi, Goh Eun (58647740000)",57226706820; 56203343200; 58647740000,Technology-based self-management interventions for women with breast cancer: a systematic review,2023,Korean Journal of Women Health Nursing,29,3,,160,178,18,3,10.4069/kjwhn.2023.09.07,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174161005&doi=10.4069%2fkjwhn.2023.09.07&partnerID=40&md5=7ebe4605f3d1967cc9f6a44cb145cac2,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85174161005
McKay F.H.; Cheng C.; Wright A.; Shill J.; Stephens H.; Uccellini M.,"McKay, Fiona H. (36995881900); Cheng, Christina (56763104900); Wright, Annemarie (8504010700); Shill, Jane (54884762400); Stephens, Hugh (57200244141); Uccellini, Mary (57200244750)",36995881900; 56763104900; 8504010700; 54884762400; 57200244141; 57200244750,Evaluating mobile phone applications for health behaviour change: A systematic review,2018,Journal of Telemedicine and Telecare,24,1,,22,30,8,273,10.1177/1357633X16673538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040466970&doi=10.1177%2f1357633X16673538&partnerID=40&md5=c40ff61eae548542cee43352731ddc98,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85040466970
Maloney K.M.; Bratcher A.; Wilkerson R.; Sullivan P.S.,"Maloney, Kevin M (56222343400); Bratcher, Anna (57202135411); Wilkerson, Ryan (57205312118); Sullivan, Patrick S (7402033120)",56222343400; 57202135411; 57205312118; 7402033120,Electronic and other new media technology interventions for HIV care and prevention: a systematic review,2020,Journal of the International AIDS Society,23,1,e25439,,,,62,10.1002/jia2.25439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077521469&doi=10.1002%2fjia2.25439&partnerID=40&md5=746aa957398623ff74e114c0b492762b,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85077521469
,,,"3rd International Workshop on Gerontechnology, IWoG 2020",2021,Lecture Notes in Bioengineering,,,,,,446,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106450660&partnerID=40&md5=8af7b1ef2c0e3e2ed9c43ee85a5d110f,Conference review,Final,,Scopus,2-s2.0-85106450660
Aronow W.S.; Shamliyan T.A.,"Aronow, Wilbert S. (36047427700); Shamliyan, Tatyana A. (14623066700)",36047427700; 14623066700,Comparative Effectiveness of Disease Management With Information Communication Technology for Preventing Hospitalization and Readmission in Adults With Chronic Congestive Heart Failure,2018,Journal of the American Medical Directors Association,19,6,,472,479,7,18,10.1016/j.jamda.2018.03.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046661439&doi=10.1016%2fj.jamda.2018.03.012&partnerID=40&md5=e1a8ce3a7d92612ec1024adcb2cd09dc,Review,Final,,Scopus,2-s2.0-85046661439
Schlueter Langdon C.; Sikora R.,"Schlueter Langdon, Chris (7005338968); Sikora, Riyaz (56261370100)",7005338968; 56261370100,Creating a Data Factory for Data Products,2020,Lecture Notes in Business Information Processing,403,,,43,55,12,9,10.1007/978-3-030-67781-7_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101420832&doi=10.1007%2f978-3-030-67781-7_5&partnerID=40&md5=0c3aed4bcbe40927c3fb7160992b98c2,Conference paper,Final,,Scopus,2-s2.0-85101420832
Tran T.P.; Ud Din F.; Brankovic L.; Sanin C.; Hester S.M.,"Tran, Trien Phat (59423761800); Ud Din, Fareed (55962196300); Brankovic, Ljiljana (6603279036); Sanin, Cesar (11639622700); Hester, Susan M. (7006795659)",59423761800; 55962196300; 6603279036; 11639622700; 7006795659,A Systematic Review of Medicinal Plant Identification Using Deep Learning,2024,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) ,14796 LNAI,,,3,14,11,3,10.1007/978-981-97-4985-0_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210087436&doi=10.1007%2f978-981-97-4985-0_1&partnerID=40&md5=92df78081f2c68455e4032d6f50b789d,Conference paper,Final,,Scopus,2-s2.0-85210087436
Payne J.E.; Turk M.T.; Kalarchian M.A.; Pellegrini C.A.,"Payne, Jason E. (57203360099); Turk, Melanie T. (26431189900); Kalarchian, Melissa A. (34769862200); Pellegrini, Christine A. (55504380500)",57203360099; 26431189900; 34769862200; 55504380500,Defining Adherence to Dietary Self-Monitoring Using a Mobile App: A Narrative Review,2018,Journal of the Academy of Nutrition and Dietetics,118,11,,2094,2119,25,23,10.1016/j.jand.2018.05.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051366241&doi=10.1016%2fj.jand.2018.05.011&partnerID=40&md5=ff6e2dc8a181be7d5b416d3353529a18,Article,Final,,Scopus,2-s2.0-85051366241
Tao T.; Lindsey G.; Stern R.; Levin M.,"Tao, Tao (57210573393); Lindsey, Greg (7005206752); Stern, Raphael (57052117500); Levin, Michael (56596095400)",57210573393; 7005206752; 57052117500; 56596095400,The use of crowdsourced mobile data in estimating pedestrian and bicycle traffic: A systematic review,2024,Journal of Transport and Land Use,17,1,,41,65,24,2,10.5198/jtlu.2024.2315,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184728212&doi=10.5198%2fjtlu.2024.2315&partnerID=40&md5=72acea801216c56656213837c97d9929,Review,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85184728212
Ceballos A.; Parra E.; Breton I.; Davergne T.,"Ceballos, Adriana (58891847300); Parra, Edouard (59255480100); Breton, Isabelle (35799627900); Davergne, Thomas (56705425500)",58891847300; 59255480100; 35799627900; 56705425500,Systematic review of smartphone applications for the rehabilitation of adult and/or pediatric patients with oro-facial dyspraxia; [Revue systématique des applications smartphone pour la rééducation des patients adultes et/ou enfants souffrant de dyspraxies oro-faciales],2024,Kinesitherapie,24,274,,20,26,6,0,10.1016/j.kine.2024.07.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201020560&doi=10.1016%2fj.kine.2024.07.005&partnerID=40&md5=632596653fdcb762afa0f97d6c1f8226,Article,Final,,Scopus,2-s2.0-85201020560
Zhou X.; Edirippulige S.; Bai X.; Bambling M.,"Zhou, Xiaoyun (57216335832); Edirippulige, Sisira (8692861300); Bai, Xuejun (13612662300); Bambling, Matthew (13405933500)",57216335832; 8692861300; 13612662300; 13405933500,Are online mental health interventions for youth effective? A systematic review,2021,Journal of Telemedicine and Telecare,27,10,,638,666,28,64,10.1177/1357633X211047285,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118510391&doi=10.1177%2f1357633X211047285&partnerID=40&md5=c25353f16cf4a15dc73fafaae28873fe,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85118510391
Nakamura W.T.; de Oliveira E.C.C.; de Oliveira E.H.T.; Conte T.,"Nakamura, Walter T. (57194833386); de Oliveira, Edson C. C. (58337920600); de Oliveira, Elaine H. T. (59454610400); Conte, Tayana (16311622900)",57194833386; 58337920600; 59454610400; 16311622900,UX-MAPPER: An automated approach to analyze app store reviews with a focus on UX,2025,Journal on Interactive Systems,16,1,,54,74,20,0,10.5753/jis.2025.4099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214351583&doi=10.5753%2fjis.2025.4099&partnerID=40&md5=bc01293df0a3896e688af425ff48294e,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85214351583
Yusop N.; Kamalrudin M.; Sidek S.,"Yusop, Noorrezam (56986190800); Kamalrudin, Massila (24512213400); Sidek, Safiah (55038140800)",56986190800; 24512213400; 55038140800,Security requirements validation for mobile apps: A systematic literature review,2015,Jurnal Teknologi,77,33,,123,127,4,3,10.11113/jt.v77.7017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952001270&doi=10.11113%2fjt.v77.7017&partnerID=40&md5=51d12de45ab075a20766c64def1e8a56,Article,Final,,Scopus,2-s2.0-84952001270
Munnings A.J.,"Munnings, Amberley Jade (56656513400)",56656513400,"The Current State and Future Possibilities of Mobile Phone “Voice Analyser” Applications, in Relation to Otorhinolaryngology",2020,Journal of Voice,34,4,,527,532,5,16,10.1016/j.jvoice.2018.12.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059835968&doi=10.1016%2fj.jvoice.2018.12.018&partnerID=40&md5=40f8e4d71f84210864fac2e93612f89a,Review,Final,,Scopus,2-s2.0-85059835968
,,,"18th European, Mediterranean, and Middle Eastern Conference on Information Systems, EMCIS 2021",2022,Lecture Notes in Business Information Processing,437 LNBIP,,,,,766,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125238325&partnerID=40&md5=fb1be38a94d30328bb3c7f93c147765c,Conference review,Final,,Scopus,2-s2.0-85125238325
Riegel B.; Moser D.K.; Buck H.G.; VaughanDickson V.; B.Dunbar S.; Lee C.S.; Lennie T.A.; Lindenfeld J.; Mitchell J.E.; Treat-Jacobson D.J.; Webber D.E.,"Riegel, Barbara (7006252089); Moser, Debra K. (7101785555); Buck, Harleah G. (15062432500); VaughanDickson, Victoria (14029749200); B.Dunbar, Sandra (57195756304); Lee, Christopher S. (23497267400); Lennie, Terry A. (6601967008); Lindenfeld, JoAnn (55628584865); Mitchell, Judith E. (8309972500); Treat-Jacobson, Diane J. (6602195379); Webber, David E. (57195756562)",7006252089; 7101785555; 15062432500; 14029749200; 57195756304; 23497267400; 6601967008; 55628584865; 8309972500; 6602195379; 57195756562,Self-care for the prevention and management of cardiovascular disease and stroke: A scientific statement for healthcare professionals from the American heart association,2017,Journal of the American Heart Association,6,9,e006997,,,,392,10.1161/JAHA.117.006997,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029768877&doi=10.1161%2fJAHA.117.006997&partnerID=40&md5=8ce0227887d2b433c232dd688b572be3,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85029768877
Rocha I.; Silveira M.S.,"Rocha, Ivan (58867664700); Silveira, Milene Selbach (8552947600)",58867664700; 8552947600,Potential Adverse Effects Caused by Gamification Elements in mHealth Apps,2024,Journal of the Brazilian Computer Society,30,1,,608,620,12,0,10.5753/jbcs.2024.4310,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211448598&doi=10.5753%2fjbcs.2024.4310&partnerID=40&md5=d1374e86d9b259dc85447bb88a164295,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85211448598
Gee B.L.; Griffiths K.M.; Gulliver A.,"Gee, Brendan Loo (57194141419); Griffiths, Kathleen M. (7102333424); Gulliver, Amelia (24315028300)",57194141419; 7102333424; 24315028300,Effectiveness of mobile technologies delivering Ecological Momentary Interventions for stress and anxiety: A systematic review,2016,Journal of the American Medical Informatics Association,23,1,,221,229,8,70,10.1093/jamia/ocv043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959452678&doi=10.1093%2fjamia%2focv043&partnerID=40&md5=6367e1aaee6451435f0e303fbcb218b6,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84959452678
Bastawrous A.; Armstrong M.J.,"Bastawrous, Andrew (6506256147); Armstrong, Matthew J. (57189022924)",6506256147; 57189022924,Mobile health use in low-and high-income countries: An overview of the peer-reviewed literature,2013,Journal of the Royal Society of Medicine,106,4,,130,142,12,190,10.1177/0141076812472620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878277041&doi=10.1177%2f0141076812472620&partnerID=40&md5=4f9ef3be31b0c41af292718eade02f79,Review,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-84878277041
Dewi E.A.S.; Sanofi Z.; Pratamawaty B.B.; Arifin H.S.,"Dewi, Evie Ariadne Shinta (57222469218); Sanofi, Zuhairi (58651197100); Pratamawaty, Benazir Bona (57209024046); Arifin, Hadi Suprapto (57220106476)",57222469218; 58651197100; 57209024046; 57220106476,Implementation of the Unified Theory of Acceptance and Use of Technology (UTAUT) Model during the Pandemic Era: A Systematic Literature Review (SLR),2023,Jurnal Komunikasi: Malaysian Journal of Communication,39,3,,313,350,37,3,10.17576/JKMJC-2023-3903-17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174320533&doi=10.17576%2fJKMJC-2023-3903-17&partnerID=40&md5=a1cb895f04acb30493f48066181b4e90,Article,Final,All Open Access; Bronze Open Access; Green Open Access,Scopus,2-s2.0-85174320533
Irace A.L.; Sharma R.K.; Reed N.S.; Golub J.S.,"Irace, Alexandria L. (57189304145); Sharma, Rahul K. (57204642145); Reed, Nicholas S. (56992579800); Golub, Justin S. (12775103000)",57189304145; 57204642145; 56992579800; 12775103000,Smartphone-Based Applications to Detect Hearing Loss: A Review of Current Technology,2021,Journal of the American Geriatrics Society,69,2,,307,316,9,52,10.1111/jgs.16985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098246860&doi=10.1111%2fjgs.16985&partnerID=40&md5=fff189b440ddb3cb024f01616f7106bc,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85098246860
